,position,company_name,rating,location,salary,country,days,salary_num,date
3325,Sr. Business Analyst,บริษัท เอนนี่แวร์ ทู โก จำกัด,,"ดินแดง, กรุงเทพมหานคร",30000 - 60000 บาทต่อเดือน,Thailand,27.0,10080.0,2020-05-20
3326,MIS Integration Data Analyst (Insurance),PRTR,,"ปทุมวัน, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3327,Business System Analyst,Lumentum Operations LLC,,นิคมอุตสาหกรรมนวนคร,nan,Thailand,30.0,,2020-05-17
3328,it system analyst / support,บริษัท ดิเอ็นเตอร์ไพรส์รีซอร์สเทรนนิ่ง จำกัด,,"ห้วยขวาง, กรุงเทพมหานคร",nan,Thailand,7.0,,2020-06-09
3329,"System Analyst,นักวิเคราะห์ระบบ",บริษัท โอจีเอ อินเตอร์เนชั่นแนล จำกัด,,"ลาดพร้าว, กรุงเทพมหานคร",nan,Thailand,5.0,,2020-06-11
3330,Retail System Analyst (THB50K- 60K/month Central Plaza Chaen...,Linktrix Consultants Pte Ltd,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3331,credit risk manager,บริษัท เน็คซ์ เเคปปิตอล จำกัด (มหาชน),,"บางรัก, กรุงเทพมหานคร",50000 - 90000 บาทต่อเดือน,Thailand,30.0,16800.0,2020-05-17
3332,เจ้าหน้าที่การเงิน (Financial Officer),บริษัท สหโคเจน (ชลบุรี) จำกัด (มหาชน),,"บางนา, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3333,Credit Analyst,"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3334,Corporate Strategy (s),WHA Corporation PCL,,"เมืองสมุทรปราการ, สมุทรปราการ",nan,Thailand,30.0,,2020-05-17
3335,Coverage Expansion Officer,Symphony Communication PCL,,"จตุจักร, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3336,Business Analyst - Software House,PRTR,,กรุงเทพมหานคร,nan,Thailand,0.0,,2020-06-16
3337,System Analysis,บริษัท พรีไซซ คอร์ปอเรชั่น จำกัด (มหาชน),,นนทบุรี,20000 - 30000 บาทต่อเดือน,Thailand,30.0,6720.0,2020-05-17
3338,IT Business Sr Analyst,CITI,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3339,Business Analyst/System Analyst,บริษัท ส่งเสริมกิจการค้า จำกัด,,"หลักสี่, กรุงเทพมหานคร",20000 - 40000 บาทต่อเดือน,Thailand,30.0,6720.0,2020-05-17
3340,Information Business Analysis (M - SM),ธนาคารเกียรตินาคิน,,"ปทุมวัน, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3341,Senior IT System Analyst,บ. เบอร์นิน่า ไทยแลนด์ จำกัด,,ลำพูน,nan,Thailand,7.0,,2020-06-09
3342,Senior Business Analyst,Greenline Synergy,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3343,Financial Analyst,บริษัท สแกน อินเตอร์ จำกัด (มหาชน),,"ห้วยขวาง, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3344,System Analyst (VB.Net),Muang Thai Life Assurance,,"ห้วยขวาง, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3345,Marketing Analyst,"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3346,Accounting Manager,Span systems,,Thailand,nan,Thailand,30.0,,2020-05-17
3347,Big Data Engineer / Data Architect,Muang Thai Life Assurance,,"ห้วยขวาง, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3348,Fundraising Database Associate (Salesforce) (,UNHCR Thailand,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3349,Electrical Engineer,บริษัท อยุธยา อินดัสเตรียล แก๊ส จำกัด,,"บางปะอิน, พระนครศรีอยุธยา",nan,Thailand,30.0,,2020-05-17
3350,Monitoring and Evaluation Officer Re-advertisement,United Nations Development Programme (UNDP),,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3351,Business Analyst,บริษัท มาโค เทคโนโลยี จำกัด,,กรุงเทพมหานคร,nan,Thailand,28.0,,2020-05-19
3352,Finance Analyst,Adecco,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3353,Statistical Business Analyst,nan,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3354,System Analyst Datawarehouse,"Vanness Plus Consulting Co.,Ltd",,"พญาไท, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3355,Account Analyst,Adecco,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3356,SCM Analyst (Supply Chain Management) - Food Industry,Experis Thailand,,"พระนคร, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3357,SIEM Administrator,IBM,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3358,Delivery Analyst (ANZ),"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3359,Financial Analyst,บริษัท ลูเมนตั้ม อินเตอร์เนชั่นแนล (ประเทศไทย) จำก...,,ปทุมธานี,nan,Thailand,30.0,,2020-05-17
3360,etl developer,บริษัท ซินเนอจี โกลบอล เน็ตเวิร์ค จำกัด,,"ราชเทวี, กรุงเทพมหานคร",nan,Thailand,4.0,,2020-06-12
3361,Product Costing Analyst,PMB Siam Consultant Co,,นิคมอุตสาหกรรมเหมราชอีสเทิร์นซีบอร์ด,nan,Thailand,30.0,,2020-05-17
3362,HR Technology Professional,Harng Central Department Store Limited.,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3363,Business Intelligence Analyst,Siam M&M,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3364,Business Planning Analyst,PRTR,,"บางพลี, สมุทรปราการ",nan,Thailand,30.0,,2020-05-17
3365,system analys,บริษัท สงขลาฟินิชชิ่ง จำกัด,,"จตุจักร, กรุงเทพมหานคร",30000 บาทต่อเดือน,Thailand,30.0,10080.0,2020-05-17
3366,Financial Analyst,nan,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3367,Accounting Analyst (General Accounting/HR Accounting/Financ,Adecco,,"คลองเตย, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3368,System Analyst,บริษัท พีทีที ดิจิตอล โซลูชั่น จำกัด,,"จตุจักร, กรุงเทพมหานคร",nan,Thailand,28.0,,2020-05-19
3369,Outbound Line Manager,Lazada,,Thailand,nan,Thailand,30.0,,2020-05-17
3370,Product Analyst (NocNoc),The Siam Cement Public Company Limited,,กรุงเทพมหานคร,nan,Thailand,19.0,,2020-05-28
3371,Business Development (Software/Process Industry),Neon Infotech,,ระยอง,nan,Thailand,30.0,,2020-05-17
3372,Data Analyst Supervisor,บริษัท เซ็นทรัลรีเทลคอร์ปอเรชั่น จำกัด (สำนักงานให...,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3373,FIU Personnel,CITI,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3374,"AVP, Product Owner (Digital Product)",Telenor,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3375,IT Project Manager,PTTEP Services Limited,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3376,"Senior Manager, Pricing Analyst",Telenor,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3377,Business Analyst for Logistics Industry,PRTR,,กรุงเทพมหานคร,nan,Thailand,3.0,,2020-06-13
3378,Supply Chain Finance Analyst: MAKE,บริษัท ฟรีสแลนด์คัมพิน่า (ประเทศไทย) จำกัด (มหาชน),,"พญาไท, กรุงเทพมหานคร",nan,Thailand,21.0,,2020-05-26
3379,Programmer/Analyst,nan,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3380,IT Security Engineer (SIEM/ Arcsight),ATA IT,,"สาทร, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3381,Business Analyst - Insurance,PRTR,,กรุงเทพมหานคร,nan,Thailand,27.0,,2020-05-20
3382,Solution Architect,ธนาคารไทยพาณิชย์,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3383,.Net Developer,Fircroft,,Thailand,nan,Thailand,4.0,,2020-06-12
3384,Finance Planning & Analyst,"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3385,Senior Valuer,CBRE,,"ปทุมวัน, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3386,IT Business System Analyst,บริษัท ลูเมนตั้ม อินเตอร์เนชั่นแนล (ประเทศไทย) จำก...,,ปทุมธานี,nan,Thailand,18.0,,2020-05-29
3387,CRBO - Lending Quality Assurance Manager,ธนาคารทหารไทย จำกัด (มหาชน),,"จตุจักร, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3388,developer_etl,Infinite Computing Systems (Thailand) Co. Ltd,,"วัฒนา, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3389,RPA Business Analyst,nan,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3390,senior and junior programmer (c#.net),บริษัท ศรีสวัสดิ์ คอร์ปอเรชั่น จํากัด (มหาชน),,"หลักสี่, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3391,Compensation & Benefits Manager,CITI,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3392,System Analyst,"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3393,senior supervisor it business analyst (สำนักงานใหญ่),บริษัท โออิชิ กรุ๊ป จำกัด (มหาชน),,"ห้วยขวาง, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3394,Senior Finance Analyst,PRTR,,ชลบุรี,nan,Thailand,21.0,,2020-05-26
3395,Commercial Analyst - Global Alcohol Industry,Michael Page TH,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3396,Business Analyst,"PTT ICT Solutions Co.,Ltd",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3397,system integration engineer,บริษัท นันยางการทออุตสาหกรรม จำกัด,,"หนองแขม, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3398,IT Business Analyst,PRTR,,กรุงเทพมหานคร,nan,Thailand,26.0,,2020-05-21
3399,Application SAP SCM Analyst,Experis Thailand,,"พระนคร, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3400,Financial Analyst - British Firm - BTS Phrompong station,Michael Page TH,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3401,RPG/AS400 Programmer,ISM Technology Recruitment,,Thailand,nan,Thailand,30.0,,2020-05-17
3402,Business Analyst,The Siam Cement Public Company Limited,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3403,Senior Sales Operations Analyst,Ninja Van,,Thailand,nan,Thailand,30.0,,2020-05-17
3404,Assistant Company Secretary,"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,ปทุมธานี,nan,Thailand,30.0,,2020-05-17
3405,System Analyst (Business Intelligence),"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3406,BI Test Analyst,"Vanness Plus Consulting Co.,Ltd",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3407,iOS Developer,Fircroft,,Thailand,nan,Thailand,4.0,,2020-06-12
3408,HR Analyst (3rd Language Speaker),"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3409,AVP Financial Analyst,PRTR,,นนทบุรี,nan,Thailand,30.0,,2020-05-17
3410,Cost Accounting Officer,บริษัท โตชิบาคอนซูมเมอร์โปรดัคส์ (ประเทศไทย) จำกัด...,,ปทุมธานี,nan,Thailand,13.0,,2020-06-03
3411,"VP, Head of Platform Solutions & Operation Department",Telenor,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3412,Sr. Business Analyst,Michael Page TH,,กรุงเทพมหานคร,nan,Thailand,28.0,,2020-05-19
3413,Accounting Business Analyst (Consultant),PRTR,,"วัฒนา, กรุงเทพมหานคร",nan,Thailand,28.0,,2020-05-19
3414,Sr. System Analyst/ System Analysis,"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3415,Business Intelligence Developer,nan,,กรุงเทพมหานคร,15000 - 30000 บาทต่อเดือน,Thailand,30.0,5040.0,2020-05-17
3416,ผู้จัดการฝ่ายการเงิน,บริษัท โกลบอล คอนเน็คชั่นส์ จำกัด (มหาชน),,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3417,Senior Analyst (Assistant Manager) – East Economics Team,Monroe Consulting Group,,"วัฒนา, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3418,Business Analyst - Project Manager,Robert Walters,,กรุงเทพมหานคร,nan,Thailand,19.0,,2020-05-28
3419,Cost controller & Financial Analyst (Senior level),"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3420,Financial Analyst (Specialist to Manager Level),Experis Thailand,,"บางรัก, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3421,ERP Support Specialist,"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3422,Marketing assistant manager,"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3423,Credit Risk Analysis,nan,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3424,"Investor Relations ( Finance, investor ) Listed Company",Experis Thailand,,"สวนหลวง, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3425,Marketing Executive,Adecco,,ปทุมธานี,nan,Thailand,30.0,,2020-05-17
3426,BI Developer *Fresh Graduates are welcomed*,nan,,กรุงเทพมหานคร,15000 - 20000 บาทต่อเดือน,Thailand,30.0,5040.0,2020-05-17
3427,Programmer / Web Programmer,nan,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3428,Senior Analyst (Electrical Engineer),PRTR,,"บางรัก, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3429,System Analyst [Java/C#],"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3430,Controller,Adecco,,สมุทรปราการ,nan,Thailand,30.0,,2020-05-17
3431,System analyst (Japanese),"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3432,"IT Strategy Manager, Telecom, Southeast Asia",Andersen Steinberg,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3433,Senior Developer -Java Middleware,Greenline Synergy,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3434,Engineer / IT Analyst (Cyber Security Center Analyst),"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3435,Senior Programmer (Chidlom),Reeracoen Thailand,,กรุงเทพมหานคร,nan,Thailand,30.0,,2020-05-17
3436,Deputy Commercial Analysis,PRTR,,"คลองเตย, กรุงเทพมหานคร",nan,Thailand,30.0,,2020-05-17
3437,Data Reporting Associate or Analyst,"Cambia Health Solutions, Inc.",,nan,nan,USA,4.0,,2020-06-12
3438,Data Analyst,Calix,,nan,nan,USA,11.0,,2020-06-05
3439,Healthcare Data Analyst,Pharmaceutical Strategies Group,,nan,nan,USA,2.0,,2020-06-14
3440,Healthcare Data Analyst,"PSG Support Services, LLC",,nan,nan,USA,2.0,,2020-06-14
3441,Data Analyst,kraken,,nan,nan,USA,7.0,,2020-06-09
3442,Temporary Junior Data Analyst,Kongregate,,"San Francisco, CA 94105 (South Beach area)",nan,USA,2.0,,2020-06-14
3443,Data Analyst,"ConnectYourCare, LLC.",,nan,nan,USA,16.0,,2020-05-31
3444,Junior Data Analyst/Data Entry/Federal Data Entry,ARK Solutions,,"Austin, TX",nan,USA,5.0,,2020-06-11
3445,Entry Level Data Analyst,Hopjump,,"Boston, MA",nan,USA,30.0,,2020-05-17
3446,Data Analyst +6 months Remote/Malmö,Accuro,,nan,nan,USA,4.0,,2020-06-12
3447,Data Analyst,Wellth,,"Los Angeles, CA",$50000 - $80000 a year,USA,3.0,44000.0,2020-06-13
3448,Football Data Analyst,Green Bay Packers,,"Green Bay, WI",nan,USA,16.0,,2020-05-31
3449,Data Analyst,CareDox,,"New York, NY 10018 (Garment District area)",nan,USA,0.0,,2020-06-16
3450,Data Analyst/Data Scientist,Government of the District of Columbia,,"Washington, DC 20003 (Navy Yard area)",$82326 - $105339 a year,USA,6.0,72446.88,2020-06-10
3451,Data Analyst,Cataldo Ambulance,,"Somerville, MA 02143 (East Somerville area)",$16 - $18 an hour,USA,13.0,26949.12,2020-06-03
3452,Data Entry Analyst,Delta Dental of Arkansas,,"Little Rock, AR 72206",nan,USA,30.0,,2020-05-17
3453,Senior Data Analyst,Cubane Solutions AB,,nan,nan,USA,5.0,,2020-06-11
3454,Data Analyst,Boca Raton Regional Hospital,,"Boca Raton, FL",nan,USA,3.0,,2020-06-13
3455,"Analyst, Data Science, Solaria Labs",Liberty Mutual Insurance,,"Boston, MA 02101",$95500 - $136000 a year,USA,2.0,84040.0,2020-06-14
3456,Entry Level Data Analyst,impakt Advisors,,"New York, NY 10004 (Financial District area)",nan,USA,30.0,,2020-05-17
3457,Data Analyst,Ramsey Solutions,,"Franklin, TN 37064 (Goose Creek area)",nan,USA,11.0,,2020-06-05
3458,Customer Success Data Analyst,"Availity, LLC.",,"Jacksonville, FL 32256 (Deerwood area)",nan,USA,5.0,,2020-06-11
3459,Healthcare Data/Reporting Analyst,Ace-stack LLC,,"New York, NY",$125 a day,USA,9.0,28710.0,2020-06-07
3460,Junior Data Analyst,Atlanta Public Schools,,"Atlanta, GA 30303 (Downtown area)",$20 an hour,USA,11.0,33686.4,2020-06-05
3461,HR Data Analyst,Tennessee Oncology,,"Midtown, TN",nan,USA,0.0,,2020-06-16
3462,Data and Tableau Analyst,State of North Carolina,,"Wake County, NC",$64519 - $93346 a year,USA,3.0,56776.72,2020-06-13
3463,Data Analyst,NORC at the University of Chicago,,"Chicago, IL 60602 (The Loop area)",nan,USA,12.0,,2020-06-04
3464,Data Analyst,Public Health Institute,,"Washington County, OR",nan,USA,10.0,,2020-06-06
3465,Data Analyst Supporting the DEA,Forfeiture Support Associates,,"Chicago, IL 60604 (Loop area)",nan,USA,4.0,,2020-06-12
3466,Payments Risk Analyst,Coinbase,,nan,nan,USA,5.0,,2020-06-11
3467,Football Data Analyst,"Green Bay Packers, Inc.",,"Green Bay, WI 54304",nan,USA,16.0,,2020-05-31
3468,Data Analyst,"Colony Brands, Inc.",,"Monroe, WI",nan,USA,10.0,,2020-06-06
3469,Intern - Data Analyst,Gwinnett County,,"Gwinnett County, GA",$1576 an hour,USA,4.0,2654488.3200000003,2020-06-12
3470,Business Data Analyst,USC,,"Los Angeles, CA",$55000 - $61000 a year,USA,5.0,48400.0,2020-06-11
3471,Program Improvement Data Analyst,Texas Department of Agriculture,,"Austin, TX 78701 (Downtown area)",$3400 - $3950 a month,USA,10.0,2992.0,2020-06-06
3472,Data Extraction Analyst,Cyclomedia Technology Inc,,"Middleton, WI 53562",nan,USA,3.0,,2020-06-13
3473,Research & Data Analyst,University of Northern Iowa,,"Cedar Falls, IA 50614",nan,USA,0.0,,2020-06-16
3474,Data Analyst,"Nordex USA, Inc.",,"West Branch, IA 52358",nan,USA,9.0,,2020-06-07
3475,Data Analyst - Kiewit Data Analyst,Kiewit Corporation,,"Omaha, NE",nan,USA,0.0,,2020-06-16
3476,Business Analyst,Reynolds and Reynolds,,"College Station, TX 77840",nan,USA,1.0,,2020-06-15
3477,Data Analyst,Monster Energy,,"Corona, CA 92882",nan,USA,23.0,,2020-05-24
3478,Data Analyst,Tampa Family Health Centers,,"Tampa, FL 33612",nan,USA,2.0,,2020-06-14
3479,Quantitative/Data Analyst Intern,KKI Capital,,"New York, NY",nan,USA,30.0,,2020-05-17
3480,Data Quality Analyst,FedPoint,,"Portsmouth, NH 03801",nan,USA,0.0,,2020-06-16
3481,SQL Data Analyst,Piper Companies,,"Horsham, PA",$55 - $65 an hour,USA,2.0,92637.59999999999,2020-06-14
3482,Data Analyst,iHeartRadio,,"Nashville, TN",nan,USA,5.0,,2020-06-11
3483,Data Analyst / Junior ML Analyst – Data Analytics,Tishman Speyer,,"New York, NY",nan,USA,17.0,,2020-05-30
3484,AI Insights Data Analyst,Moveworks.ai,,"Mountain View, CA 94040 (Gemello Park area)",nan,USA,13.0,,2020-06-03
3485,Senior Business Data Analyst,Intuit,,"Mountain View, CA 94041",nan,USA,4.0,,2020-06-12
3486,Data Analyst,Orthology Inc,,"Minnetonka, MN 55343",nan,USA,3.0,,2020-06-13
3487,Data Analyst,City of Abilene,,"Abilene, TX 79601",$2722 - $3302 an hour,USA,3.0,4584719.04,2020-06-13
3488,Data Analyst/Engineer,Simplepractice,,"Santa Monica, CA",nan,USA,5.0,,2020-06-11
3489,Analyst-Data,Riley Hospital,,"Indianapolis, IN 46202",nan,USA,30.0,,2020-05-17
3490,Data Analyst,Ace-stack LLC,,"Kirkland, WA",$70 an hour,USA,30.0,117902.40000000001,2020-05-17
3491,Digital Data Analyst,UNITED PARCEL SERVICE,,"Alpharetta, GA",nan,USA,6.0,,2020-06-10
3492,Data Analyst I,Sparksoft Corporation,,United States,nan,USA,18.0,,2020-05-29
3493,PDM Data and Reporting Analyst,Accenture,,"San Francisco, CA 94105 (South Beach area)",nan,USA,2.0,,2020-06-14
3494,Marketing Data Analyst,Elephant Insurance,,"Henrico, VA 23233",nan,USA,30.0,,2020-05-17
3495,"Data Analyst, Business Analysis and Reporting",Publix,,"Lakeland, FL 33811",nan,USA,30.0,,2020-05-17
3496,Data Analyst / Intelligence Analyst at USPIS,Forfeiture Support Associates,,"New York, NY 10007 (Financial District area)",nan,USA,6.0,,2020-06-10
3497,Legal Data Analyst,Bloomberg,,"New York, NY",nan,USA,10.0,,2020-06-06
3498,Data Analyst,OpenSquare,,"Seattle, WA 98108 (Georgetown area)",nan,USA,13.0,,2020-06-03
3499,Marketing Data Analyst,Dave,,"Los Angeles, CA 90019 (Mid City area)",nan,USA,3.0,,2020-06-13
3500,Contingent Data Analyst,First Republic Bank,,"San Francisco, CA 94111 (Financial District area)",nan,USA,2.0,,2020-06-14
3501,Data/Sales Analyst,Samsung HVAC,,Texas,nan,USA,12.0,,2020-06-04
3502,Data Analyst,"DRB Systems, LLC",,"Meridian, ID 83646",nan,USA,18.0,,2020-05-29
3503,Full-Time Data Analyst - Statewide,Chester County Intermediate Unit,,"Downingtown, PA 19335",$91353 - $114192 a year,USA,30.0,80390.64,2020-05-17
3504,Data Analyst,"OverDrive, Inc.",,"Cleveland, OH 44125",nan,USA,18.0,,2020-05-29
3505,Data Analyst,Columbia University,,"New York, NY",nan,USA,7.0,,2020-06-09
3506,"Senior Analyst, Data and Insights (Wirecutter)",The New York Times,,"New York, NY",nan,USA,5.0,,2020-06-11
3507,"DATA ANALYST/BI DEVELOPER, #10666",InspiHER Tech,,"Dallas, TX",$60000 - $70000 a year,USA,11.0,52800.0,2020-06-05
3508,DATA COLLECTION ANALYST,Granite State Data Group,,"Stratham, NH",nan,USA,24.0,,2020-05-23
3509,Data Analyst,Polarr,,"San Jose, CA 95123 (Blossom Valley area)",nan,USA,13.0,,2020-06-03
3510,Business Analyst - Data Analytics,"Culver Franchising System, LLC",,"Prairie du Sac, WI 53578",nan,USA,11.0,,2020-06-05
3511,"Entry Level, Data Acquisition Analyst",Ipreo,,"Nashville, TN",nan,USA,4.0,,2020-06-12
3512,Data Analyst - Global Data Analytics,Bloomberg,,"Princeton, NJ",nan,USA,3.0,,2020-06-13
3513,Data Scientist Intern,Jostens,,"Minneapolis, MN 55435",nan,USA,3.0,,2020-06-13
3514,NA Data Reporting Analyst,ADT Security Services,,"Irving, TX",nan,USA,2.0,,2020-06-14
3515,Data + Business Intelligence Analyst,Duolingo,,"Pittsburgh, PA",nan,USA,12.0,,2020-06-04
3516,JR. DATA ANALYST,BCMG,,"San Juan, PR 00901",nan,USA,30.0,,2020-05-17
3517,Data Development Analyst~,Costco Wholesale,,"Issaquah, WA",nan,USA,9.0,,2020-06-07
3518,Data Analyst,CapB InfoteK,,"Hartford, CT",nan,USA,30.0,,2020-05-17
3519,Data Center Operations Technician Intern - Diversity Program...,Oracle,,"Frisco, TX 75034",$25 an hour,USA,2.0,42108.0,2020-06-14
3520,Healthcare Data Analyst - Minneapolis,Bind Benefits,,"Minneapolis, MN 55416",nan,USA,0.0,,2020-06-16
3521,Protection Data Analyst,Virginia Dept of Social Services,,"Richmond, VA",$59909 - $71800 a year,USA,5.0,52719.92,2020-06-11
3522,Data Analyst,Cambridge Associates LLC,,"Boston, MA 02110 (Downtown area)",nan,USA,30.0,,2020-05-17
3523,Data Analyst,Cubic Corporation,,"Chicago, IL",nan,USA,13.0,,2020-06-03
3524,Data Analyst,Reynolds and Reynolds,,"College Station, TX 77840",nan,USA,8.0,,2020-06-08
3525,Sr Data Analyst,Crown Castle,,United States,nan,USA,10.0,,2020-06-06
3526,Data Analyst Supporting the ATF,Forfeiture Support Associates,,"Denver, CO 80202 (Lodo area)",nan,USA,5.0,,2020-06-11
3527,Geospatial Data Analyst,Oak Ridge National Laboratory,,"Oak Ridge, TN 37831",nan,USA,12.0,,2020-06-04
3528,Data Entry Analyst,St. Jude Children's Research Hospital,,"Memphis, TN 37544",nan,USA,30.0,,2020-05-17
3529,"Data Analyst, People Analytics",Splunk,,"San Francisco, CA",nan,USA,9.0,,2020-06-07
3530,Data Analyst,Hinge Health,,"San Francisco, CA",nan,USA,30.0,,2020-05-17
3531,Data Production Analyst,The Spur Group,,"Ellensburg, WA",nan,USA,13.0,,2020-06-03
3532,Data Analytics Undergrad Intern,Intel,,"Folsom, CA 95630",nan,USA,3.0,,2020-06-13
3533,"Associate Analyst, Data Analytics",CMI/Compas,,"New York, NY",nan,USA,30.0,,2020-05-17
3534,"Data Analyst (LiDar, Ortho/Imagery)",GeoDigital,,"Houston, TX 77032",nan,USA,30.0,,2020-05-17
3535,Business Analyst I,Zulily,,"Seattle, WA 98121 (Belltown area)",nan,USA,24.0,,2020-05-23
3536,Manufacturing Data Analyst,WestRock,,"Woodridge, IL",nan,USA,30.0,,2020-05-17
3537,Academic Data Analyst,PTC,,"Boston, MA 02210 (South Boston area)",nan,USA,19.0,,2020-05-28
3538,Data Analyst I,L.A. Care Health Plan,,"Los Angeles, CA 90017 (Westlake area)",nan,USA,3.0,,2020-06-13
3539,Data Analyst,Axiologic Solutions,,"Coronado, CA",nan,USA,30.0,,2020-05-17
3540,Entry-Level Business Analyst,Global Systems,,"Irving, TX 75038 (Cottonwood area)",nan,USA,30.0,,2020-05-17
3541,Ad Integrity Data Analyst-ATX,TikTok,,"Austin, TX 78744",nan,USA,6.0,,2020-06-10
3542,Data Program Analyst - Tabeau (340b),AllianceRx Walgreens Prime,,"Deerfield, IL",nan,USA,2.0,,2020-06-14
3543,Market Data Analyst,Capital Group,,"Los Angeles, CA 90071 (Downtown area)",nan,USA,16.0,,2020-05-31
